ID pregunta,Historia inglés,Pregunta inglés,Respuesta inglés,Historia español,
b1a42f57c2c246049cd3681511ca3d5942b9526e.4,"{Even though I support the continued efforts in Afghanistan and believe the president should give Gen. Stanley McChrystal what he needs, Hoh's words reflect thoughts that I, too, have pondered}.",What did Rollins say about the Troops ?,"Even though I support the continued efforts in Afghanistan and believe the president should give Gen. Stanley McChrystal what he needs , Hoh 's words reflect thoughts that I , too , have pondered","{Aunque apoyo los continuos esfuerzos en Afganistán y creo que el presidente debería darle al general Stanley McChrystal lo que necesita, las palabras de Hoh reflejan pensamientos que yo también he reflexionado}.",
fdcefba287a677f1f470f71be9cd28df3f7b0b60.6,"(CNN) -- Residents of {Second Life}, the online virtual environment, can do all kinds of things they can't in real life: fly, mute other voices, even transport themselves from one location (or ""sim"") to another.",What is the name of the online environment ?,Second Life,"(CNN) -- Los residentes de {Second Life}, el entorno virtual en línea, pueden hacer todo tipo de cosas que no pueden hacer en la vida real: volar, silenciar otras voces, incluso transportarse de un lugar (o ""sim"") a otro.",
7320818c863a5ec176fb95e0d1e072041a2c1529.3,"(CNN) -- Latin American nations overwhelmingly rejected nearly 50 years of U.S. policy toward Cuba on Wednesday, voting at a meeting of the Organization of American States in Honduras to revoke the communist nation's 1962 {suspension from the} multinational group.",What decision has been revoked ?,suspension from the,"(CNN) -- Las naciones latinoamericanas rechazaron abrumadoramente casi 50 años de política estadounidense hacia Cuba el miércoles, votando en una reunión de la Organización de los Estados Americanos en Honduras para revocar {la suspensión de} 1962 de la nación comunista del grupo multinacional.",
c0b70a66f60008eac1cce02e38b071f6e75b5488.8,(CNN) -- Everton scored twice late on and goalkeeper Tim Howard saved an injury-time penalty as they fought back to secure a 2-2 Premier League home draw with {Tottenham} on Sunday.,With whom did Everton earn the draw ?,Tottenham,(CNN) -- Everton anotó dos veces tarde y el portero Tim Howard ahorró una penalización por lesiones mientras luchaban para asegurar un empate en casa de la Premier League con {Tottenham} el domingo.,
4c79418454f98198e183e8401a464fb9065aa266.1,"If you've just won the lottery, you'll want to stay at the Setai (2001 Collins Avenue, doubles from $785). Another conversion of an Art Deco hotel, albeit augmented by a 40-storey tower, the Setai adds tasteful {Asian} influences. Its cool, dark interior is a refreshingly tasteful oasis among the South Beach excess, and is both unashamedly luxurious and frighteningly expensive.",Who have influenced ?,Asian,"Si acabas de ganar la lotería, querrás alojarte en el Setai (2001 Collins Avenue, dos veces a partir de $785). Otra conversión de un hotel Art Deco, aunque aumentada por una torre de 40 pisos, el Setai añade influencias {asiáticas} de buen gusto. Su interior fresco y oscuro es un oasis refrescantemente de buen gusto entre el exceso de South Beach, y es tanto sin vergüenza lujosa y aterradoramente caro.",
7eaaa5bfe35344ee85eeb871a4d31cd31b12965b.5,"Hussein had the ability to restart the {weapons} program and professed to wanting to do that, Piro said.",What program did Hussein want to start again ?,weapons,"Hussein tenía la capacidad de reiniciar el programa de {armas} y profesó querer hacerlo, dijo Piro.",
274d50831c42e91abeaeb5f48e9c1a3854e33438.1,"""People must realize that the country's system has been destroyed and is being rebuilt now,"" said {Lt. Colonel Mustapha Nooh}, head of the council.",Who is head of Tripoli operations ?,Lt. Colonel Mustapha Nooh,"""La gente debe darse cuenta de que el sistema del país ha sido destruido y está siendo reconstruido ahora"", dijo el {Teniente Coronel Mustapha Nooh}, jefe del consejo.",
73406b8cb98e97c001fb87576cc7fb86514b75fa.4,Lewis Pugh braves the icy water off the {arctic archipelogo of Svalbard}.,Where did Pugh go swimming ?,arctic archipelogo of Svalbard,Lewis Pugh hace frente al agua helada del {archipelogo ártico de Svalbard}.,Archipiélago
e0ec1bea0b6366943ce62cc7b8036cb7f2cdc6e8.6,"""My father was killed by Gadhafi in 1980 when I was five,"" the girls' mother, Amani Deghayes, told CNN as her daughters waved {Libyan} flags nearby.",What flag did the crowds wave,Libyan,"""Mi padre fue asesinado por Gadafi en 1980 cuando yo tenía cinco años"", dijo a CNN la madre de las niñas, Amani Deghayes, mientras sus hijas ondeaban banderas {libias} cerca.",
ab05b9ddbf03bdaff1c8cf8aa5e350ff779f4681.5,"Smith, 39, was pronounced dead February 8, 2007, after being discovered unconscious in her hotel room at the Seminole Hard Rock Hotel and Casino near Hollywood, Florida. A coroner said she died from an {accidental overdose of prescription drugs}.",What did the coroner say was the cause of death ?,accidental overdose of prescription drugs,"Smith, de 39 años, fue declarada muerta el 8 de febrero de 2007, después de ser descubierta inconsciente en su habitación de hotel en el Seminole Hard Rock Hotel and Casino cerca de Hollywood, Florida. Un forense dijo que murió de una {sobredosis accidental de medicamentos recetados}.",
37c9d33d6eb34c7accdb01fe4357a593766a1f55.7,"{The 2009 World Yo-Yo Contest in Orlando, Florida}, this weekend (August 13) is all grown up, attracting more than 150 adult competitors, who can showcase dizzying tricks with the flick of a finger. Later in the month, hundreds of adults outfitted in pirate and animal costumes will race their homebuilt vehicles for Oregon's annual Portland Adult Soapbox Derby, a crafty activity that began for youths in the 1930s.",what would attract more than 150 adults ?,"The 2009 World Yo-Yo Contest in Orlando , Florida","{El Concurso Mundial de YoYo 2009 en Orlando, Florida}, este fin de semana (13 de agosto) es todo adulto, atrayendo a más de 150 competidores adultos, que pueden mostrar trucos vertiginosos con el movimiento de un dedo. Más tarde en el mes, cientos de adultos equipados con trajes de pirata y animal correrán sus vehículos caseros para el Portland Adult Soapbox Derby anual de Oregon, una actividad artesanal que comenzó para los jóvenes en la década de 1930.",
a0a84718168357049273f6e65133fd06e67cd6d2.6,"NYON, Switzerland -- {Celtic} have been fined $50,800 by UEFA and AC Milan's Dida has been banned for two matches after the incident which saw a pitch-invading supporter approach the Brazilian goalkeeper in last week's Champions League match at {Celtic} Park.",Who cares about football ?,Celtic,"NYON, Suiza -- {Celtic} ha sido multado $50.800 por la UEFA y el AC Milan's Dida ha sido prohibido para dos partidos después del incidente que vio un pitch-invading partidario acercarse al portero brasileño en el partido de la Liga de Campeones de la semana pasada en {Celtic} Park.",
79b423b90af6b3381ebfa34a7382ca472bdb5b35.2,"When Mugabe's government, facing inflation of {close to 5,000 percent}, ordered companies to halve prices of basic goods and services a month ago -- effectively demanding that they operate at a loss -- Average lost his job as the supermarket chain he worked for cut staff.",What is the percentage of inflation ?,"close to 5,000 percent","Cuando el gobierno de Mugabe, enfrentando una inflación de {cerca del 5,000 por ciento}, ordenó a las empresas reducir a la mitad los precios de los bienes y servicios básicos hace un mes -- exigiendo efectivamente que operaran con pérdida -- el promedio perdió su trabajo como la cadena de supermercados que trabajaba para personal de corte.",
c7f406294c745891d637dab306a6797dfbedbd7e.6,"New York's struggling Metropolitan Transportation Authority has sold the naming rights to the second-busiest subway stop in Brooklyn. {The Atlantic Avenue-Pacific Street} Station will now have the name of a British bank, Barclays, added to it.",What is the second busiest station in Brooklyn ?,The Atlantic Avenue-Pacific Street,"La Autoridad Metropolitana de Transporte de Nueva York ha vendido los derechos de nominación a la segunda parada de metro más ocupada de Brooklyn. La estación {Atlantic Avenue-Pacific Street} ahora tendrá el nombre de un banco británico, Barclays, añadido a ella.",
2cec5bafa16c380af1b8616b16e9bb002885b3c3.5,"According to the British Embassy in Washington, he's spent much of the last two years touring the U.K. to educate about {dyslexia} and other learning difficulties. Winkler, who was diagnosed with {dyslexia} as an adult, is also the author of 17 children's books centered on Hank Zipzer, a boy with {dyslexia} who overcomes his struggles at school and with bullies.",What was he diagnosed with as an adult ?,dyslexia,"Según la Embajada Británica en Washington, ha pasado gran parte de los últimos dos años recorriendo el Reino Unido para educar sobre {dislexia} y otras dificultades de aprendizaje. Winkler, a quien se le diagnosticó {dislexia} como adulto, también es autor de 17 libros infantiles centrados en Hank Zipzer, un niño con {dislexia} que supera sus luchas en la escuela y con matones.",
fb8431bc320c2c1a6c32699da0fdae228ed8d73b.5,"""It wasn't kissing and hugging -- let me put it that way,"" said Rep. Ginny Brown-Waite, R-Florida, last week. ""It did go beyond that. There were not only a young male and female involved, but there were also {observers and other page participants} who were, let's say, enablers.""",who were `` enablers '' ?,observers and other page participants,"""No fueron besos y abrazos, déjenme decirlo de esa manera"", dijo el representante Ginny Brown-Waite, R-Florida, la semana pasada. ""Fue más allá de eso. No sólo hubo un joven hombre y mujer involucrados, sino también {observadores y otros participantes de páginas} que fueron, digamos, facilitadores"".",
ed4e4f3129e897b2921c62c682568da988825d14.5,"Obviously, it takes a lot to {get under Obama's skin}. McCain sure tried. Maybe this is the guy we want negotiating with world leaders. Maybe after eight years of George W. Bush stubbornness, on the heels of eight years of Clinton emotiveness, we need to send out for ice.",What did McCain try to do ?,get under Obama 's skin,"Obviamente, se necesita mucho para {conseguir bajo la piel de Obama}. McCain seguro lo intentó. Tal vez este es el tipo que queremos negociar con los líderes mundiales. Tal vez después de ocho años de terquedad de George W. Bush, en los talones de ocho años de emotividad de Clinton, tenemos que enviar a cabo por el hielo.",Cuidado. Acá es irritar o hacer enojar.
